region,level,topic,local_path,title,authority,published_at,source_url,download_url,retrieved_at,status,content_hash,file_type,bytes
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例一-离职手续未办完，劳动者工资应照发.md,案例一  离职手续未办完，劳动者工资应照发,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880204.html,,2026-09-20T22:56:21+08:00,active,d730899eb3de3e3d53b4b9050a6eba9e2fce1a280aedca394c95ee55ffd741af,markdown,2633
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例七-因劳动者违纪而解除劳动合同，用人单位五项证据缺一不可.md,案例七 因劳动者违纪而解除劳动合同，用人单位五项证据缺一不可,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880198.html,,2026-09-20T22:56:21+08:00,active,43a453b8445544d1fa5b4773cfe1d8780aa003109f9c9e9330bbb8591a47685c,markdown,2894
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例三-客观情况发生重大改变，双方协商不一致的，企业可解除劳动合同.md,案例三 客观情况发生重大改变，双方协商不一致的，企业可解除劳动合同,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880202.html,,2026-09-20T22:56:21+08:00,active,c1ce7e46df5faff205dab0bf982a86a21373b8d2825964ecd7a5e39a9162c56c,markdown,2736
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例九-女职工产检、产假期间的工资应照发.md,案例九 女职工产检、产假期间的工资应照发,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880196.html,,2026-09-20T22:56:21+08:00,active,a235716dab377d2058b49c37fea43e44a8f6a12afca4e9303a6a9dafb119131e,markdown,2531
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例二-不缴社保，劳动者虽自愿企业仍违法.md,案例二 不缴社保，劳动者虽自愿企业仍违法,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880203.html,,2026-09-20T22:56:21+08:00,active,cd494ba7e02e5ff8409660229bf53efe6d24968fad57b811602e4487ca651594,markdown,2245
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例五-劳动者与用人单位就解除或终止劳动合同达成一致意见，双方就应履行.md,案例五 劳动者与用人单位就解除或终止劳动合同达成一致意见，双方就应履行,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880200.html,,2026-09-20T22:56:21+08:00,active,483a011945eff8ee997df33484c8bd807b25f959f571587f70c7ad770fcc2acd,markdown,2612
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例八-劳务派遣职工遭遇工伤，用人单位和用工单位都有赔偿责任.md,案例八 劳务派遣职工遭遇工伤，用人单位和用工单位都有赔偿责任,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880197.html,,2026-09-20T22:56:21+08:00,active,30c2c4502cec45456c19b25c245d701466c35855bc2c4407060d2830edce9a7c,markdown,1848
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例十-劳动者加班应注意保留证据.md,案例十 劳动者加班应注意保留证据,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880194.html,,2026-09-20T22:56:21+08:00,active,d9103eb6a2475301214adeb5daea1a61da079b07d0b58f96cb0f339a9f58224f,markdown,2382
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-07-10-案例四-试用期内用人单位也不能让劳动者随便走人.md,案例四 试用期内用人单位也不能让劳动者随便走人,北京市人力资源和社会保障局,2015-07-10,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880201.html,,2026-09-20T22:56:21+08:00,active,7bdaa509c6e494e547967664da33ce18b0bf2fa3d5280907d21a1ff71e480866,markdown,2001
municipalities/beijing,municipality,cases,regions/municipalities/beijing/cases/2015-10-28-医疗期内严重违规可解除劳动合同.md,医疗期内严重违规可解除劳动合同,北京市人力资源和社会保障局,2015-10-28,https://rsj.beijing.gov.cn/bm/ztzl/dxal/201912/t20191206_880193.html,,2026-09-20T22:56:21+08:00,active,0b12bb2416a044165750cb382bf0d6b119b17438705c05bf1d001cb45a50d262,markdown,2465
